id,name,adress,tell,"
operating_time",type,representative_menu,lat,lon,score
15722,따거,대전광역시 대덕구 신탄진동 121-36,042-932-5800,매일 00:00~24:00,중식,따거왕짜장,36.45148671,127.4306906,0
15723,삼촌집,대전광역시 서구 가수원동 965,042-545-9991,매일 17:00~24:00 매주 2 4주 일요일 휴무,한식,생삼겹살,36.3071782,127.351445,0
15724,아뮤즈부쉬,대전광역시 유성구 죽동 720-8,042-824-3379,일요일 11:30~22:00 코로나19로 인하여 마감시간이 변동될 수 있습니다. 매장으로 문의 부탁드립니다. | 토요일 11:00~22:00 코로나19로 인하여 마감시간이 변동될 수 있습니다. 매장으로 문의 부탁드립니다. | 금요일 11:00~22:00 코로나19로 인하여 마감시간이 변동될 수 있습니다. 매장으로 문의 부탁드립니다. | 목요일 11:00~22:00 코로나19로 인하여 마감시간이 변동될 수 있습니다. 매장으로 문의 부탁드립니다. | 수요일 11:00~22:00 코로나19로 인하여 마감시간이 변동될 수 있습니다. 매장으로 문의 부탁드립니다. | 화요일 11:00~22:00 코로나19로 인하여 마감시간이 변동될 수 있습니다. 매장으로 문의 부탁드립니다. | 월요일 11:00~22:00 코로나19로 인하여 마감시간이 변동될 수 있습니다. 매장으로 문의 부탁드립니다.,브런치,프렌치토스트,36.3722323,127.3400562,0
15725,고기클라쓰,대전광역시 동구 가양동 447-24,,매일 00:00~24:00,한식,바베큐 양념순살닭,36.3476143,127.4404204,0
15726,떡잎방범대 태평점,대전광역시 중구 태평동 374-41,042-533-1088,,치킨,,36.32782668,127.3954622,0
15727,만년본가,대전광역시 서구 만년동 195,042-489-0516,매일 11:00~23:00  | 매주 월요일휴무,한식,스페샬모듬(150g),36.36614397,127.3747775,0
15728,파라보라,대전광역시 동구 가오동 557,,,한식,,36.30699453,127.4579323,0
15729,여러분의행복한밥상,대전광역시 서구 괴정동 69-24,042-537-6688,,한식,가정식백반,36.33891157,127.3805518,0
15730,복추어탕식당,대전광역시 중구 목동 47-26,042-221-6220,,한식,,36.3365123,127.4102307,0
15731,신가네해물손칼국수,대전광역시 유성구 어은동 108-7,042-862-4268,,한식,,36.36288099,127.3564927,0
15732,닥시쿄,대전광역시 동구 가양2동 88-1,042-635-9870,,치킨,,36.3490315,127.4520299,0
15733,까투리 가양점,대전광역시 동구 가양동 54-31,042-622-1126,,일식,,36.34896682,127.44989,0
15734,서해반점,대전광역시 서구 가수원동 805-5,042-541-5606,,중식,짜장,36.29851538,127.3536679,0
15735,샹하이24시,대전광역시 서구 월평1동 639,042-488-8715,매일 00:00~24:00,중식,돈짬뽕,36.35630699,127.3661262,0
15736,먹보분식,대전광역시 서구 용문동 590-26,042-533-1665,,한식,된장찌개,36.33882517,127.390537,0
15737,속풀이부추칼국수황제보쌈유성점,대전광역시 유성구 봉명동 557-1,042-822-1993,,한식,바지락칼국수,36.35133775,127.3381195,0
15738,미소김밥,대전광역시 동구 자양동 85-1,042-673-6969,,분식,그냥김밥,36.33911986,127.4504238,0
15739,똘이네분식,대전광역시 동구 가양동 29-12,042-635-5508,금요일 휴무 | 토요일 휴무,분식,콩국물,36.35242298,127.4480249,0
15740,모퉁이,대전광역시 동구 대동 288-1,,매일 10:00~20:00 매주 일요일 휴무,카페·디저트,,36.3289657,127.4399146,0
15741,빈손막창,대전광역시 서구 둔산동 936,042-488-1484,,한식,,36.35944023,127.3816257,0
15742,고고식당,대전광역시 대덕구 송촌동 451-7,042-672-3067,,한식,,36.364486,127.4368367,0
15743,연아식당,대전광역시 중구 유천동 212-2,042-583-8956,매일 10:00~22:00,한식,황태찜,36.31758985,127.3972639,0
15744,아마레,대전광역시 유성구 도룡동 4-9,070-4233-5135,매일 11:30~21:30 | 매일 15:00~17:30 Break Time | 화요일 휴무,양식,두 번째 가을 '하루' (Lunch),36.3760137,127.3957476,0
15745,오늘여기우리,대전광역시 중구 선화동 7-2,042-226-6328,매일 11:00~20:00 | 목요일 휴무,카페·디저트,아메리카노,36.32988509,127.4235792,0
15746,궁촌,대전광역시 유성구 복용동 236,,,한식,백반,36.3383978,127.3203322,0
15747,해주냉면 본점,대전광역시 동구 삼성동 289-16,042-627-9916,매일 10:30~20:00,한식,함흥비빔면,36.33808578,127.4275112,0
15748,와동뜨끈이,대전광역시 대덕구 와동 367-11,042-628-3181,,한식,,36.40049927,127.4241896,0
15749,숙자네순대국밥돼지국밥,대전광역시 서구 정림동 548,042-541-7272,매일 10:00~23:00 매주 일요일 휴무,한식,순대국밥,36.30648409,127.3656079,0
15750,은행나무집(삼정동),대전광역시 대덕구 삼정동 341,042-933-4370,금요일 휴무 매주 금요일 휴무,한식,황태+더덕구이 정식,36.45005978,127.4656882,0
15751,방아실생돼지촌식당,대전광역시 동구 가양1동 589-19,042-634-2767,,한식,,36.3385471,127.4383368,0
15752,만인산휴양림 봉이갈비,대전광역시 동구 하소동 460-1,042-274-0700,,한식,,36.2001213,127.4491346,0
15753,오나폴리핏짜리아,대전광역시 유성구 구암동 656-4,042-822-6564,매일 11:10~21:00 매주 수요일 휴무 라스트 오더 20시 10분,양식,고르곤졸라,36.35995461,127.3084501,0
15754,시쥬 대전중앙로지하상가점,대전광역시 중구 은행동 216,042-222-5252,매일 10:00~22:00 매월세번째화요일  명절당일,카페·디저트,피자 한조각,36.3277784,127.4233055,0
15755,수원정,대전광역시 중구 오류동 169-3,042-526-3352,,한식,,36.32129521,127.4050778,0
15756,부성집,대전광역시 동구 용전동 68-1,042-841-7666,,한식,,36.3523467,127.4374054,0
15757,장터소머리국밥,대전광역시 중구 안영동 683-6,042-585-3436,매일 00:00~24:00 연중무휴,한식,소머리국밥,36.28811454,127.3799871,0
15758,소향식당,대전광역시 동구 신흥동 2-14,,,한식,,36.3232368,127.4439358,0
15759,똘똘이네,대전광역시 동구 정동 31-28,042-222-1615,,한식,,36.3328526,127.4311505,0
15760,김준호의통큰왕새우튀김과웰빙핫바,대전광역시 중구 대사동 197-76,042-252-5373,,치킨,,36.31091405,127.4201471,0
15762,대부도칼국수,대전광역시 유성구 계산동 729-1,042-826-3322,,한식,,36.34197358,127.3016866,0
15763,60년대순대,대전광역시 유성구 갑동 399-20,042-825-8250,,한식,묵무침,36.35997419,127.2897963,0
15764,본죽+비빔밥cafe 둔산법원점,대전광역시 서구 둔산동 1476,042-483-8686,,한식,본나물비빔밥,36.35297024,127.3886351,0
15765,1983봉순당 대전본점,대전광역시 서구 괴정동 10-3,042-525-1961,매일 09:00~22:00 매주 일요일 휴무,한식,불백+김치찌개,36.34268639,127.383871,0
15767,명품팥죽 태극당,대전광역시 유성구 봉산동 206-12,042-935-8400,,한식,팥칼국수,36.43706,127.3888975,0
15768,라멘무라본점,대전광역시 서구 탄방동 91-17,042-625-2286,매일 11:30~21:00 브레이크타임14:30~17:00 라스트오더14:30  20:30 | 일요일 휴무,일식,돈코츠라멘,36.34146275,127.3908734,0
15769,둘리야식,대전광역시 동구 용전동 67-9,042-632-1863,,분식,,36.3526153,127.4369525,0
15770,김밥도둑 월평점,대전광역시 서구 월평동 232,042-471-3210,매일 07:00~20:00 | 일요일 휴무,분식,원조김밥,36.36271527,127.376831,0
15771,수통골능이버섯백숙,대전광역시 유성구 계산동 352-1,042-823-5253,매일 11:00~21:30 브레이크타임 15:00~16:30 마지막주문 20:30,한식,능이백숙,36.34552194,127.2926876,0
15772,그대랑,대전광역시 유성구 신성동 213-1,070-7537-0508,화요일 휴무 매주 화요일 휴무,카페·디저트,스트릿츄러스,36.3878124,127.3493232,0
15773,국영수떡볶이,대전광역시 유성구 전민동 348-13,042-331-9825,평일 11:00~21:00 브레이크타임 pm3 - pm5 | 공휴일 11:00~21:00 토요일 휴무,분식,소고기롤떡볶이2인,36.39815909,127.4004871,0
15774,고향집손칼국수보리밥,대전광역시 동구 홍도동 11-10,042-625-8683,,한식,,36.3475998,127.4307649,0
15775,불장난,대전광역시 동구 자양동 141-3,070-8824-1413,토요일 18:00~06:00 | 금요일 18:00~06:00 | 목요일 18:00~06:00 | 수요일 18:00~06:00 | 화요일 18:00~06:00 | 월요일 18:00~06:00,한식,크림파스타,36.3345247,127.4458514,0
15776,구르메카츠,대전광역시 서구 둔산동 1805,,,일식,등심카츠,36.35607483,127.398323,0
15777,동해원,대전광역시 유성구 안산동 290-5,042-822-3704,매일 11:30~14:00 | 일요일 휴무,중식,짬뽕,36.41586622,127.2977166,0
15778,구디구디,대전광역시 유성구 지족동 905-4,,매일 10:30~22:00,카페·디저트,아메리카노,36.37255446,127.3184924,0
15779,미향일식,대전광역시 서구 둔산동 1315,042-483-0020,매일 00:00~24:00,일식,,36.35252601,127.381666,0
15780,목포낙지,대전광역시 서구 관저동 1213,042-544-0066,,한식,,36.30116375,127.3391627,0
15781,도마순대,대전광역시 서구 도마동 143-8,,,한식,순대국밥,36.31449947,127.3808501,0
15782,만리성,대전광역시 동구 용전동 117-23,042-632-8833,,중식,짜장,36.34939141,127.4363044,0
15783,봉스김밥 대전본점,대전광역시 중구 문화동 480-2,042-585-7259,,분식,봉스김밥,36.3091052,127.4048497,0
15784,명랑한찜닭 강정주는집,대전광역시 서구 도마동 34-5,042-524-5872,,한식,,36.32279909,127.3735476,0
15785,궁중칼국수,대전광역시 중구 안영동 691-1,042-583-3365,매일 10:00~21:30,한식,,36.2879147,127.3797914,0
15786,매쉬잇,대전광역시 중구 대흥동 6-3,042-710-2363,매일 12:00~21:00 Break time 15:00 - 17:00 매주 화요일 정기휴무,양식,Chuck tail flap steak,36.3266629,127.4295156,0
15787,59쌀피자 대전 문화2동점,대전광역시 중구 문화2동 569-21,042-584-5900,,양식,콤비네이션(L),36.30726492,127.3983082,0
15788,맛나식당,대전광역시 중구 용두동 123-16,042-252-7609,,한식,부대찌개,36.33062821,127.4042594,0
15789,엄마손김밥,대전광역시 대덕구 와동 372-5,042-639-1233,,분식,,36.40157841,127.4228695,0
15790,양지농장,대전광역시 대덕구 신탄진동 294-2,042-933-8088,매일 10:00~21:00 | 일요일 휴무 1  3주 휴무,한식,소머리곰탕,36.442732,127.4288123,0
15791,샤브마니아엑스포점,대전광역시 유성구 문지동 651-12,042-864-4521,매일 11:00~22:00,일식,소고기 샤브 기본,36.39406569,127.4054908,0
15792,꼼므스튜디오,대전광역시 서구 관저동 1520,,,카페·디저트,쥬스,36.29815712,127.3367721,0
15793,얼큰이손칼국수,대전광역시 동구 용운동 451-5,042-284-8835,평일 11:00~20:00 | 토요일 11:00~17:00 일요일 휴무 | 일요일 휴무,한식,얼큰이칼국수,36.3276758,127.4531322,0
15794,양사싯골,대전광역시 유성구 방현동 산8,042-861-7912,매일 11:00~21:00,한식,오리백숙,36.40382275,127.3702286,0
15795,고기작,대전광역시 서구 갈마2동 982,042-536-9292,매일 17:00~03:00 매주 일요일 휴무,한식,모듬세트,36.34788585,127.3737039,0
15796,식당이야기,대전광역시 대덕구 중리동 384-4,042-636-5660,,한식,소곱창전골,36.36377575,127.4249995,0
15797,덕성순대국밥,대전광역시 서구 괴정동 424-22,042-535-1050,,한식,,36.3399657,127.387335,0
15798,웰빙주먹구이,대전광역시 서구 둔산동 1318,042-488-9945,매일 18:00~02:00 일요일 휴무,한식,,36.35306976,127.3818265,0
15799,종로1번가빈대떡육회 은행동점,대전광역시 중구 은행동 163-3,042-224-1633,,한식,녹두빈대떡,36.32706641,127.4278717,0
15800,BBQ치킨 대전한밭대점,대전광역시 유성구 계산동 804-1,042-822-9280,매일 14:00~12:00 다음날 오전 12:00까지 / 평일 휴게시간 16:00~17:00,치킨,황금올리브치킨 한마리(8조각),36.34216536,127.3038733,0
15801,아웃백스테이크하우스 대전현대아울렛점,대전광역시 유성구 용산동 579,042-332-2840,매일 10:30~21:00 (Last Order 20:30),양식,퀸즈랜드 립아이,36.4234369,127.3985168,0
15802,밥떡세,대전광역시 대덕구 석봉동 770,042-331-2991,매일 11:00~08:30,분식,어묵,36.4493681,127.4195602,0
15803,섬마을,대전광역시 유성구 자운동 25-11,042-861-9289,매일 11:00~22:00 매주 일요일 휴무/브레이크타임 : 15:00~17:00,한식,아구찜 소,36.39357204,127.3496725,0
15804,완도매생이,대전광역시 중구 문창동 382-6,042-286-1475,금요일 11:00~20:30 평일 오후 3시~5시까지 브레이크 타임 입니다 (포장은 연락 주시면 가능하세요) 주말은 따로 쉬는 시간 없습니다 | 목요일 11:00~20:30 평일 오후 3시~5시까지 브레이크 타임 입니다 (포장은 연락 주시면 가능하세요) 주말은 따로 쉬는 시간 없습니다 | 수요일 11:00~20:30 평일 오후 3시~5시까지 브레이크 타임 입니다 (포장은 연락 주시면 가능하세요) 주말은 따로 쉬는 시간 없습니다 | 화요일 11:00~20:30 평일 오후 3시~5시까지 브레이크 타임 입니다 (포장은 연락 주시면 가능하세요) 주말은 따로 쉬는 시간 없습니다 | 월요일 11:00~20:30 평일 오후 3시~5시까지 브레이크 타임 입니다 (포장은 연락 주시면 가능하세요) 주말은 따로 쉬는 시간 없습니다 | 일요일 15:00~17:00 일요일 휴무입니다,한식,매생이국밥,36.31275103,127.4373167,0
15805,꽃피는봄이오면,대전광역시 중구 태평동 378-15,042-526-4568,매일 11:00~22:00 일요일 휴무(모임예약가능),한식,닭개장,36.32638906,127.3937929,0
15806,가마솥식당,대전광역시 중구 오류동 155-11,042-534-4866,매일 11:30~10:00 명절 연휴 휴무,한식,녹두 삼계탕,36.32247064,127.4091355,0
15807,더줌소 죽동점,대전광역시 유성구 죽동 723-8,042-255-3055,토요일 15:00~23:00 | 금요일 15:00~23:00 | 목요일 15:00~23:00 | 수요일 15:00~23:00 | 화요일 15:00~23:00 | 일요일 15:00~23:00,한식,더줌소한마리 800g,36.3710569,127.339505,0
15808,느티나무집,대전광역시 서구 가수원동 628,,평일 11:00~09:00 | 수요일 휴무 매주 수요일 휴무,한식,추어탕,36.294862,127.350708,0
15809,다오네,대전광역시 중구 부사동 127-8,042-253-8128,,한식,,36.31438606,127.4345488,0
15810,매운삼겹살,대전광역시 대덕구 송촌동 564-10,042-636-2248,,한식,뒷고기 1인분,36.355994,127.444352,0
15811,별난집삼겹살 둔산점,대전광역시 서구 둔산동 2064,042-472-1124,,한식,별난집삼겹살,36.35064336,127.4006616,0
15812,멍석골,대전광역시 동구 대동 192-18,042-625-2197,,한식,,36.33087034,127.4431787,0
15813,미소야 전민점,대전광역시 유성구 전민동 327-2,042-864-0048,평일 11:30~22:00,일식,로스카츠,36.39919202,127.4042571,0
15814,대부도해물칼국수,대전광역시 대덕구 신탄진동 121-26,042-934-5558,,한식,,36.45074072,127.4296176,0
15815,맛존치킨,대전광역시 중구 산성동 121-9,1600-3592,매일 15:00~02:00 | 일요일 휴무,치킨,간장치킨,36.3041664,127.3860161,0
15816,공주순대국밥,대전광역시 동구 가오동 614,042-286-6888,,한식,우거지국밥,36.30610568,127.4549795,0
15817,신세대떡볶이,대전광역시 서구 둔산동 1890,042-483-9245,매일 10:30~21:00,분식,떡볶이 (기본),36.350003,127.3959957,0
15818,공주칼국수와 매운쭈꾸미,대전광역시 유성구 덕명동 501-8,042-824-5703,,한식,,36.36080643,127.303658,0
15819,김피라 대전 골프존조이마루점,대전광역시 유성구 도룡동 4-20,070-4150-0738,매일 11:00~23:59,분식,메트로피자,36.3763304,127.3904877,0
15820,두부명가 비래점,대전광역시 대덕구 비래동 125-39,042-673-8889,,한식,순두부돼지찌개,36.35461755,127.4483052,0
15821,광천순대,대전광역시 동구 인동 30-2,042-283-8419,매일 00:00~24:00,한식,순대국밥,36.322391,127.436026,0
15822,국수2900,대전광역시 대덕구 중리동 181-3,042-626-4421,,한식,멸치국수 보통,36.36124133,127.4311949,0
15823,관들로집,대전광역시 유성구 관평동 1041,042-931-8872,매일 16:00~02:00,한식,국내산 암돼지 삼겹살,36.42367599,127.3913434,0
15824,분식마을,대전광역시 서구 둔산2동 957,042-485-0611,,분식,,36.3564877,127.3754521,0
15825,다원감자탕뼈찜 2호점,대전광역시 서구 탄방동 54-3,042-472-9466,매일 11:00~22:30 | 매주 일요일 휴무,한식,뼈해장국,36.34219133,127.3897408,0
15826,와동김밥,대전광역시 대덕구 와동 376-1,042-627-4677,,분식,,36.3999698,127.4234879,0
15827,김밥스토리,대전광역시 중구 목동 47-17,042-633-3395,,분식,원조김밥,36.3367847,127.410136,0
15828,안성댁부대찌개,대전광역시 유성구 반석동 96,042-824-2585,매일 09:00~21:00,한식,부대찌개,36.39876699,127.3094881,0
15829,유성소담식당,대전광역시 유성구 구암동 624-26,042-824-7080,매일 17:00~24:00 | 일요일 휴무,한식,,36.3509635,127.331614,0
15830,어가원,대전광역시 동구 하소동 343-1,042-282-1992,평일 11:00~20:00 마지막주문:19시00분   월요일 휴무 | 매일 15:00~17:00 브레이크 타임 (오후 3시 - 오후 5시),한식,메기매운탕,36.2147398,127.4421116,0
15831,소당초,대전광역시 서구 관저동 1245,042-541-6665,,한식,소금 육회(200),36.30044586,127.3382312,0
15833,띵호와반점,대전광역시 동구 용운동 450-11,042-272-0702,매일 10:30~21:00,중식,탕수육+짜장2+만두+콜라,36.32760045,127.4526083,0
15834,동원식당,대전광역시 중구 대흥동 466-5,042-252-3620,,한식,황태탕,36.32531588,127.4230463,0
15835,중식당 라 오정점,대전광역시 대덕구 오정동 60-23,042-637-5001,매일 09:00~21:00,중식,짜장면,36.35852071,127.4106806,0
15836,북해도참치,대전광역시 대덕구 송촌동 466-4,042-628-5537,,한식,,36.36413002,127.4383218,0
15837,강남으로간고래,대전광역시 서구 둔산동 1076,042-482-0950,평일 17:00~02:00 월~목 | 주말 17:00~03:00 금 토 | 일요일 17:00~02:00,한식,제철모둠회,36.3510147,127.3756648,0
15838,달자네뒷고기,대전광역시 유성구 원내동 226-8,042-542-0909,매일 16:00~24:00,한식,덜미살(180g),36.29930783,127.3187622,0
15839,옥천순대족발반석점,대전광역시 유성구 반석동 621-3,042-823-3338,매일 10:00~23:00 | 일요일 휴무,한식,맛보기순대,36.39182095,127.311273,0
15840,삼성식당,대전광역시 중구 오류동 149-6,042-533-8745,,한식,동태찌개,36.32358552,127.4101655,0
15841,나들목,대전광역시 유성구 송정동 568-11,042-523-1475,매일 11:00~20:00 매주 월요일 휴무,한식,추어탕,36.28664927,127.2499393,0
15842,리브가흑염소,대전광역시 유성구 신성동 528,042-867-8789,매일 09:00~21:00 매주 일요일 휴무,한식,수육+전골,36.39536975,127.3534317,0
15843,금비통닭,대전광역시 동구 자양동 190-22,042-625-5551,,치킨,,36.3423638,127.4490879,0
15844,샌드브런치,대전광역시 유성구 어은동 112,042-867-3233,매일 08:30~20:30 일요일 휴무,양식,,36.36383303,127.3584934,0
15845,윤대감부대찌개 송촌점,대전광역시 대덕구 송촌동 470-7,042-622-9160,매일 10:30~21:30 | 일요일 휴무,한식,부대찌개,36.36298522,127.43805,0
15846,수통골김밥,대전광역시 유성구 덕명동 597-10,042-822-0612,토요일 07:00~15:00 | 금요일 07:00~15:00 | 목요일 07:00~15:00 | 수요일 07:00~15:00 | 화요일 07:00~15:00 | 월요일 07:00~15:00 | 일요일 07:00~13:00,분식,수통골 김밥,36.34816169,127.2994195,0
15848,카페숨,대전광역시 중구 문화동 1-13,042-222-9035,매일 08:30~19:00 매주 일요일은 휴무 | 공휴일 휴무,카페·디저트,아메리카노,36.32109527,127.4097484,0
15849,연향도시락,대전광역시 서구 둔산동 1285,042-476-8800,매일 00:00~24:00,한식,한끼도시락,36.35188619,127.3809704,0
15850,미쿡식당 갤러리아 타임월드점,대전광역시 서구 둔산동 1038,042-720-6088,매일 10:30~21:00 백화점 휴무일,양식,자이언트 스테이크 플래터,36.35203148,127.3780328,0
15851,딜리버리팩토리,대전광역시 서구 월평동 490,042-484-3387,,한식,,36.3574124,127.3616226,0
15852,멕시카나치킨 대전야구장외야점,대전광역시 중구 부사동 209-1,,,치킨,마늘알마니치킨,36.3162297,127.4315183,0
15853,오박사전복해신탕,대전광역시 유성구 관평동 1351,042-527-9252,매일 11:30~22:00,한식,전복오골계해신탕(대),36.42995709,127.3887716,0
15854,구룡한방삼계탕,대전광역시 유성구 어은동 101-10,042-862-1960,매일 11:00~22:00,한식,삼계탕,36.36226971,127.3549675,0
15855,로충칭마라탕,대전광역시 유성구 궁동 399-9,042-826-8088,매일 11:00~22:00 주문 마감 : 마라탕 21:30 / 샹궈22:00,중식,마라탕,36.36300065,127.3500093,0
15856,미러유조개칼국수 본점,대전광역시 서구 변동 254-447,042-488-9797,매일 11:00~22:00,한식,조개칼국수 ,36.3331195,127.3660754,0
15857,라면타임,대전광역시 서구 도마동 172-13,042-527-0339,,한식,돈까스,36.31393271,127.3794358,0
15858,소유케이크,대전광역시 동구 대성동 30,,토요일 12:00~19:00 공휴일 휴무/일요일  휴무 | 금요일 12:00~19:00 공휴일 휴무/일요일  휴무 | 목요일 12:00~19:00 공휴일 휴무/일요일  휴무 | 수요일 12:00~19:00 공휴일 휴무/일요일  휴무 | 화요일 12:00~19:00 공휴일 휴무/일요일  휴무 | 월요일 12:00~19:00 공휴일 휴무/일요일  휴무 | 평일 12:00~19:00 공휴일 휴무/일요일  휴무,카페·디저트,마카롱,36.2981208,127.4611417,0
15859,바다사랑,대전광역시 중구 대흥동 471-1,042-226-8283,매일 10:00~22:00,한식,생선초밥,36.325858,127.4231,0
15860,디어부쉬,대전광역시 서구 도안동 905,,매일 12:00~22:00 매주 수요일 휴무,카페·디저트,백차,36.3316781,127.3415497,0
15861,소림반점,대전광역시 동구 성남동 47-25,042-634-4309,매일 09:00~19:00,중식,짜장면,36.34178932,127.435569,0
15862,스물여덟마카롱,대전광역시 유성구 지족동 981-7,070-4121-7559,,카페·디저트,,36.3873848,127.3168367,0
15863,김밥천국 갈마점,대전광역시 서구 갈마동 361-2,042-527-0600,매일 08:00~21:00 매주 일요일 휴무,분식,원조김밥,36.34735433,127.3695375,0
15864,명가전복,대전광역시 서구 둔산동 1475,042-488-7730,,한식,전복곰탕,36.35297118,127.3878802,0
15865,미야꼬,대전광역시 유성구 도룡동 4-9,,,일식,,36.3761486,127.3953841,0
15866,실비타운,대전광역시 대덕구 중리동 165-1,042-637-8892,매일 16:00~02:00 매주 일요일 휴무,한식,,36.36125026,127.4253859,0
15867,13번길분식.식당,대전광역시 동구 가양1동 298-39,042-624-5673,,한식,,36.340241,127.442848,0
15868,대전갈비집,대전광역시 중구 대흥동 3-16,042-254-0758,매일 11:00~22:30 ,한식,돼지갈비,36.32655281,127.4306105,0
15869,황토기와집,대전광역시 유성구 송강동 137-11,042-936-0001,평일 11:00~21:00 라스트오더 20:30 | 주말 11:00~20:30 라스트오더 20:00,한식,칼국수,36.4255291,127.3841365,0
15870,수라식당,대전광역시 중구 산성동 281-7,042-583-0860,,한식,,36.30526359,127.3873123,0
15871,에이치알푸드오발탄만년점,대전광역시 서구 만년동 344,042-477-9292,,한식,,36.3670507,127.3819599,0
15872,다리위오징어,대전광역시 중구 문창동 371-1,,,한식,참숭어,36.31433742,127.4384111,0
15873,신흥동맛집김치찌개전문점,대전광역시 동구 신흥동 11-1,042-284-7413,,한식,돼지김치찌개,36.32237233,127.4451867,0
15874,설짬뽕,대전광역시 서구 관저동 1686,042-542-7545,매일 11:00~16:00 매주 월 요일 휴무,중식,직화짬뽕,36.3050387,127.3345007,0
15875,어은왕만두김밥,대전광역시 유성구 어은동 115-4,042-863-5345,매일 09:00~22:00,분식,고기/김치  왕만두,36.36227695,127.3578389,0
15876,옥이네칼국수보리밥,대전광역시 중구 문창동 366-2,042-282-1207,,한식,,36.31533002,127.4386016,0
15877,더함뜰,대전광역시 유성구 덕명동 171-13,042-823-9293,화요일 휴무 공휴일은 정상영업 | 매일 11:00~21:00 | 매일 15:00~17:00 휴점시간,한식,전복.갈비찜정식,36.34605946,127.2959456,0
15878,7080중화요리,대전광역시 대덕구 석봉동 415-29,,,중식,,36.44992505,127.4270337,0
15879,고모네치킨,대전광역시 동구 용전동 68-1,042-348-5200,,치킨,,36.35234179,127.4368853,0
15881,불불닭발 대전본점,대전광역시 동구 가양2동 391-4,042-639-3535,매일 17:00~06:00 매장문의,한식,신닭발,36.3470248,127.4472962,0
15882,오밤소머리국밥,대전광역시 대덕구 비래동 141-15,,,한식,,36.35491072,127.450863,0
15883,산호초횟집,대전광역시 서구 둔산동 1474,042-487-6854,매일 10:00~23:00,한식,해탕국수,36.35260826,127.3878715,0
15884,고미후쿠데판 유성홈플러스점,대전광역시 유성구 봉명동 669,,매일 11:00~21:00 2째. 4째 일요일 휴무,일식,삼겹살철판볶음밥,36.3584024,127.3541716,0
15885,삼거리칼국수,대전광역시 중구 유천동 326-23,042-487-2369,평일 11:00~22:00 일요일 휴무,한식,얼큰이 칼국수,36.31840278,127.3928604,0
15886,두판 숯불닭갈비 대전관저점,대전광역시 서구 관저동 1528,042-546-9500,매일 11:00~23:00,한식,무한리필(성인),36.2975888,127.3371803,0
15887,배재스넥바,대전광역시 서구 도마동 439-6,,,분식,김밥,36.320202,127.3652283,0
15888,서울왕만두,대전광역시 서구 가장동 55,042-538-0679,,분식,,36.334426,127.385172,0
15889,아빠파스타 ABBA PASTA,대전광역시 유성구 죽동 704-7,042-826-1532,토요일 11:00~21:00 | 화요일 11:00~21:00 | 월요일 11:00~21:00 | 금요일 11:00~21:00 | 목요일 11:00~21:00 | 수요일 11:00~21:00 | 일요일 휴무 매주 주일휴무 | 매일 15:00~17:00 Break time,양식,봉골레,36.3699862,127.3392184,0
15890,설화참숯닭갈비 지족점,대전광역시 유성구 지족동 905-2,,매일 17:30~01:00,한식,양념참숯닭갈비,36.3733539,127.3185188,0
15891,윤희네 전통 소머리국밥,대전광역시 동구 신안동 245-19,042-634-3734,,한식,소머리,36.33117191,127.4406507,0
15892,만두생각,대전광역시 서구 도마동 34-6,042-522-3763,,분식,,36.32255649,127.3736142,0
15893,올떡볶이 대전문화점,대전광역시 중구 문화동 569-21,042-587-6252,,분식,,36.30725922,127.3983982,0
15894,복지면옥,대전광역시 중구 대흥동 508-4,042-226-1787,,한식,냉면-대,36.32448616,127.4218634,0
15895,카페 에이플러스,대전광역시 유성구 궁동 399-10,042-825-8263,매일 11:30~00:00,카페·디저트,아메리카노,36.36286762,127.3500403,0
15896,동원국수,대전광역시 중구 부사동 99-6,042-222-0929,매일 10:00~21:00,한식,,36.31520396,127.4331067,0
15897,단풍나무집,대전광역시 중구 대사동 69-11,042-253-6946,,한식,엄나무/옻나무백숙,36.3189499,127.4293194,0
15898,우리삼겹,대전광역시 서구 용문동 591-3,042-522-9996,,한식,미나리김치삼겹살 180g,36.3384988,127.3905055,0
15899,엄마손칼국수,대전광역시 서구 탄방동 701,042-489-4900,매일 10:00~22:00,한식,된장찌개,36.34656888,127.3863014,0
15900,감탄떡볶이 홈플러스유성점,대전광역시 유성구 봉명동 669,,,분식,쌀/밀떡볶이,36.3584024,127.3541716,0
15901,남해산오징어,대전광역시 유성구 전민동 305-16,042-867-5552,,한식,,36.39899589,127.4016748,0
15902,소확행피자 유성점,대전광역시 유성구 장대동 344,042-826-0765,토요일 12:00~02:00 | 금요일 12:00~02:00 | 목요일 12:00~02:00 | 화요일 12:00~02:00 | 월요일 12:00~02:00 | 일요일 12:00~02:00,양식,빈틈없는페퍼로니피자M,36.3613668,127.3384267,0
15903,길마차,대전광역시 중구 문창동 365-8,,평일 17:00~03:00 매주일요일휴무,한식,해산물,36.31466036,127.4382803,0
15904,신유성닭갈비,대전광역시 유성구 구암동 610-38,042-822-4036,,한식,녹두삼계탕,36.35125051,127.3363734,0
15905,소제화실,대전광역시 동구 소제동 299-504,042-672-3650,평일 11:00~21:00 | 주말 11:00~21:30,카페·디저트,더치아메리카노,36.334165,127.4369526,0
15906,부강식당,대전광역시 서구 변동 50-6,042-531-9529,,한식,,36.32476406,127.3783783,0
